SS;Stage name;Nationality;User name;Real name;Group;Car name;time1;time2;time3;Finish realtime;Penalty;Service penalty;Super rally;Progress;Comment
6;Mattila;US;meatcreap;Larry Chüper;Group 4;Ford Escort Mk II RS Grp4;1003.5;1003.5;1003.5;2022-10-10 05:53:55;;;1;F;sorry cowboy
6;Mattila;HU;fujiRS;Nagy Sándor;Group 4;Opel Ascona 400 Grp4;1003.5;1003.5;1003.5;2022-10-03 16:27:10;;;1;F;
7;Castrezzato;EE;ninko;Silver J&#245ffert;Group 4;Porsche 911 SC 3.0 Grp4;115.378;238.202;349.314;2022-10-09 14:20:29;;;;F;gWR, nice, had a Hyundai moment in the stage, shifter came off the rig
7;Castrezzato;FI;QazRa;J.A;Group 4;Porsche 911 SC 3.0 Grp4;114.348;235.571;353.374;2022-10-09 16:01:55;;;;F;Had to stall the car twice at hairpins, damnit
7;Castrezzato;AU;satchmo;Tom Kidman;Group 4;Porsche 911 SC 3.0 Grp4;123.5;251.474;368.75;2022-10-08 04:38:25;;;;F;
7;Castrezzato;DE;Hawk24;Alexander Merz;Group 4;Ford Escort Mk II RS Grp4;124.391;252.701;373.187;2022-10-09 23:03:55;;;;F;
7;Castrezzato;NO;Roy Magnes;Roy Magnes;Group 4;Ford Escort Mk II RS Grp4;124.222;254.943;376.216;2022-10-05 20:38:18;;;;F;Felt OK, still a bit on the safe side. Bodyroll to the max!
7;Castrezzato;SE;davidgrundstrom;David Grundström;Group 4;Opel Ascona 400 Grp4;131.731;260.025;376.573;2022-10-05 16:00:31;;;;F;
7;Castrezzato;DE;Kringelwurst;RICHTER Erik;Group 4;Porsche 911 SC 3.0 Grp4;127.211;256.644;377.479;2022-10-07 16:49:20;;;;F;come beat me NINKO
7;Castrezzato;BR;Htchet;HBM;Group 4;Lancia Stratos HF Grp4;128.755;261.422;381.832;2022-10-04 21:30:32;;;;F;
7;Castrezzato;SE;Weepy;Jonas Gustafsson;Group 4;Lancia Stratos HF Grp4;131.237;266.57;391.066;2022-10-05 08:16:49;;;;F;
7;Castrezzato;KR;Prodicrux;Sukwon Yi;Group 4;Opel Ascona 400 Grp4;132.629;269.49;394.043;2022-10-08 04:10:51;;;;F;
7;Castrezzato;US;HotdogCowboy;Calvin;Group 4;Porsche 911 SC 3.0 Grp4;132.21;271.978;395.912;2022-10-10 04:09:25;;;;F;Three pointing
7;Castrezzato;AU;Jezza;Jeremy Bramble;Group 4;Opel Ascona 400 Grp4;134.429;272.783;402.468;2022-10-08 10:36:09;;;;F;a perfect run :D
7;Castrezzato;SE;Bollis;Tommi;Group 4;Ford Escort Mk II RS Grp4;145.754;295.877;442.803;2022-10-04 19:31:21;;;;F;
7;Castrezzato;IT;Superciuc93;Federico Calgaro;Group 4;Ford Escort Mk II RS Grp4;130.212;328.524;449.155;2022-10-10 00:05:13;;;;F;
7;Castrezzato;SE;ctbr;Tomas Reinicke;Group 4;Ford Escort Mk II RS Grp4;143.428;337.929;462.903;2022-10-08 11:05:34;;;;F;
7;Castrezzato;GB;FAHEY Andrew;maximo4_;Group 4;Ford Escort Mk II RS Grp4;144.965;345.051;485.968;2022-10-08 15:35:24;;;;F;Spun so many times, proper ice kurwa
7;Castrezzato;SE;Tommie Lindberg;Tommie Lindberg;Group 4;Opel Ascona 400 Grp4;540;540;540;2022-10-05 21:52:07;;;1;F;
7;Castrezzato;BE;THELC Matt;THELC Matt;Group 4;Porsche 911 SC 3.0 Grp4;540;540;540;2022-10-09 17:56:39;;;1;F;
7;Castrezzato;GB;PETTET Jordan;Shakey Deal;Group 4;Lancia Stratos HF Grp4;540;540;540;2022-10-03 19:33:11;;;1;F;
7;Castrezzato;ES;TASIS Edgar;Edgar Tasis Suarez;Group 4;Opel Ascona 400 Grp4;540;540;540;2022-10-08 23:43:36;;;1;F;
7;Castrezzato;DE;Maximilian Maksy;Maximilian Werner;Group 4;Opel Ascona 400 Grp4;540;540;540;2022-10-04 20:12:21;;;1;F;
7;Castrezzato;EE;MartinRC;Martin Ritson;Group 4;Ford Escort Mk II RS Grp4;540;540;540;2022-10-04 21:16:15;;;1;F;
7;Castrezzato;ES;dejota95;Dani J.;Group 4;Opel Ascona 400 Grp4;540;540;540;2022-10-10 10:24:55;;;1;F;
7;Castrezzato;EE;thezenorr;Hugo Rüütli;Group 4;Ford Escort Mk II RS Grp4;540;540;540;2022-10-05 17:06:24;;;1;F;
7;Castrezzato;US;meatcreap;Larry Chüper;Group 4;Ford Escort Mk II RS Grp4;540;540;540;2022-10-10 05:53:55;;;1;F;
7;Castrezzato;HU;fujiRS;Nagy Sándor;Group 4;Opel Ascona 400 Grp4;540;540;540;2022-10-03 16:27:10;;;1;F;
8;Lyon - Gerland;FI;QazRa;J.A;Group 4;Porsche 911 SC 3.0 Grp4;13.1582;28.0177;39.0941;2022-10-09 16:03:38;;;;F;Near stall again at the only hairpin, sigh. At least I survived the event
8;Lyon - Gerland;US;HotdogCowboy;Calvin;Group 4;Porsche 911 SC 3.0 Grp4;14.0402;28.865;39.4524;2022-10-10 04:11:49;;;;F;No, I did not lift before crashing into the wall
8;Lyon - Gerland;AU;satchmo;Tom Kidman;Group 4;Porsche 911 SC 3.0 Grp4;13.939;28.9769;40.0731;2022-10-08 04:40:33;;;;F;
8;Lyon - Gerland;DE;Kringelwurst;RICHTER Erik;Group 4;Porsche 911 SC 3.0 Grp4;14.0319;29.5317;40.1982;2022-10-07 16:51:22;;;;F;weehoo
8;Lyon - Gerland;SE;davidgrundstrom;David Grundström;Group 4;Opel Ascona 400 Grp4;14;29.7611;40.5006;2022-10-05 16:02:07;;;;F;
8;Lyon - Gerland;DE;Hawk24;Alexander Merz;Group 4;Ford Escort Mk II RS Grp4;13.8753;29.098;40.6447;2022-10-09 23:05:13;;;;F;
8;Lyon - Gerland;BR;Htchet;HBM;Group 4;Lancia Stratos HF Grp4;13.8792;29.3499;41.3677;2022-10-04 21:32:13;;;;F;
8;Lyon - Gerland;NO;Roy Magnes;Roy Magnes;Group 4;Ford Escort Mk II RS Grp4;14.5804;30.5395;42.4621;2022-10-05 20:40:51;;;;F;Fun event, love the car :) 
8;Lyon - Gerland;SE;Bollis;Tommi;Group 4;Ford Escort Mk II RS Grp4;14.6461;30.6397;42.4705;2022-10-04 19:32:42;;;;F;
8;Lyon - Gerland;IT;Superciuc93;Federico Calgaro;Group 4;Ford Escort Mk II RS Grp4;14.8778;30.8067;42.6996;2022-10-10 00:07:03;;;;F;
8;Lyon - Gerland;SE;Weepy;Jonas Gustafsson;Group 4;Lancia Stratos HF Grp4;14.3236;30.2993;42.8558;2022-10-05 08:18:19;;;;F;
8;Lyon - Gerland;AU;Jezza;Jeremy Bramble;Group 4;Opel Ascona 400 Grp4;14.6862;30.9339;43.5635;2022-10-08 10:38:15;;;;F;arrived safely at the stop control, im happy with my rally :D
8;Lyon - Gerland;KR;Prodicrux;Sukwon Yi;Group 4;Opel Ascona 400 Grp4;15.4902;32.4119;44.3034;2022-10-08 04:12:31;;;;F;
8;Lyon - Gerland;GB;FAHEY Andrew;maximo4_;Group 4;Ford Escort Mk II RS Grp4;14.5292;30.2905;47.9136;2022-10-08 15:37:35;;;;F;Clipped the chicane and spin, arrgh
8;Lyon - Gerland;EE;ninko;Silver J&#245ffert;Group 4;Porsche 911 SC 3.0 Grp4;13.2224;35.7429;51.8544;2022-10-09 14:22:44;;;;F;hit the blocks twice lol
8;Lyon - Gerland;SE;Tommie Lindberg;Tommie Lindberg;Group 4;Opel Ascona 400 Grp4;58.5;58.5;58.5;2022-10-05 21:52:07;;;1;F;
8;Lyon - Gerland;SE;ctbr;Tomas Reinicke;Group 4;Ford Escort Mk II RS Grp4;58.5;58.5;58.5;2022-10-08 11:06:45;;;1;F;
8;Lyon - Gerland;BE;THELC Matt;THELC Matt;Group 4;Porsche 911 SC 3.0 Grp4;58.5;58.5;58.5;2022-10-09 17:56:39;;;1;F;
8;Lyon - Gerland;GB;PETTET Jordan;Shakey Deal;Group 4;Lancia Stratos HF Grp4;58.5;58.5;58.5;2022-10-03 19:33:11;;;1;F;
8;Lyon - Gerland;ES;TASIS Edgar;Edgar Tasis Suarez;Group 4;Opel Ascona 400 Grp4;58.5;58.5;58.5;2022-10-08 23:43:36;;;1;F;
8;Lyon - Gerland;DE;Maximilian Maksy;Maximilian Werner;Group 4;Opel Ascona 400 Grp4;58.5;58.5;58.5;2022-10-04 20:12:21;;;1;F;
8;Lyon - Gerland;EE;MartinRC;Martin Ritson;Group 4;Ford Escort Mk II RS Grp4;58.5;58.5;58.5;2022-10-04 21:16:15;;;1;F;
8;Lyon - Gerland;ES;dejota95;Dani J.;Group 4;Opel Ascona 400 Grp4;58.5;58.5;58.5;2022-10-10 10:24:55;;;1;F;
8;Lyon - Gerland;EE;thezenorr;Hugo Rüütli;Group 4;Ford Escort Mk II RS Grp4;58.5;58.5;58.5;2022-10-05 17:06:24;;;1;F;
8;Lyon - Gerland;US;meatcreap;Larry Chüper;Group 4;Ford Escort Mk II RS Grp4;58.5;58.5;58.5;2022-10-10 05:53:55;;;1;F;
8;Lyon - Gerland;HU;fujiRS;Nagy Sándor;Group 4;Opel Ascona 400 Grp4;58.5;58.5;58.5;2022-10-03 16:27:10;;;1;F;
